CreatedDate,Longitude,Latitude
2016-01-14,-73.91559115,40.67423043
2016-01-14,-73.95589679,40.699864399999996
2016-01-14,-73.94563487,40.79025286
2016-01-14,-73.94337983,40.71989844
2016-01-14,-73.93834922,40.79195641
2016-01-14,-73.92755163,40.66861454
2016-01-14,-73.95218196,40.66996137
2016-01-15,-73.91076014,40.85222061
2016-01-14,-73.95218196,40.66996137
2016-01-14,-73.95592851,40.67369576
2016-01-14,-73.93877459,40.84384556
2016-01-14,-73.9397917,40.80624349
2016-01-14,-73.96578522,40.67261493
2016-01-14,-73.93881529999999,40.827100099999996
2016-01-14,-73.93178712,40.85199617
2016-01-14,-73.9451515,40.65807334
2016-01-14,-73.95592851,40.67369576
2016-01-14,-73.90529618,40.83087339
2016-01-14,-73.91622248,40.83458446
2016-01-14,-73.96579404,40.80301261
2016-01-14,-73.98462111,40.67298679
2016-01-14,-73.96254956,40.65048826
2016-01-14,-73.90841469,40.807227399999995
2016-01-14,-73.91886761,40.67170485
2016-01-14,-74.01640149,40.63868786
2016-01-14,-73.91366933,40.70511591
2016-01-15,-73.91296505,40.82463795
2016-01-14,-73.90836564,40.65656499
2016-01-14,-73.92930868,40.68416753
2016-01-14,-73.9503182,40.77651483
2016-01-14,-73.88559401,40.8567299
2016-01-14,-73.90324052,40.83055878
2016-01-14,-73.96158831,40.6613408
2016-01-15,-74.00351845,40.60432419
2016-01-15,-73.91360267,40.82890371
2016-01-15,-73.9493338,40.78429847
2016-01-15,-73.91005569,40.67548060000001
2016-01-15,-73.98173597,40.67715294
2016-01-15,-73.96184313,40.79557865
2016-01-15,-73.96235783,40.65178373
2016-01-15,-73.94357134,40.82605404
2016-01-15,-74.0034055,40.71980252
2016-01-15,-74.01199595,40.70496376
2016-01-16,-73.97181268,40.7921561
2016-01-15,-73.89400389,40.88301291
2016-01-15,-73.92435669,40.672781799999996
2016-01-15,-74.00193377,40.72455099
2016-01-15,-73.9408657,40.79679395
2016-01-15,-73.94892244,40.80744734
2016-01-15,-73.96263923,40.67699736
2016-01-15,-73.94541149,40.82925527
2016-01-15,-73.9565418,40.80580637
2016-01-15,-73.91855542,40.6734805
2016-01-15,-73.94727809,40.72633675
2016-01-15,-73.91719047,40.8524093
2016-01-16,-73.94821258,40.64734541
2016-01-16,-73.91684661,40.85277135
2016-01-16,-73.99293017,40.74518584
2016-01-16,-73.93819527,40.81774028
2016-01-17,-73.8789793,40.88418384
2016-01-16,-73.90214656,40.85940749
2016-01-16,-73.8198632,40.69125328
2016-01-16,-73.95369129999999,40.81688845
2016-01-16,-73.89690249,40.82116636
2016-01-16,-73.89591224,40.84906822
2016-01-16,-73.90757994,40.64616438
2016-01-16,-73.95565185,40.77530383
2016-01-16,-73.86143675,40.86989994
2016-01-16,-73.94290509,40.70557055
2016-01-16,-73.93774267,40.69907924
2016-01-16,-73.94505463,40.80194238
2016-01-16,-73.93240701,40.69373491
2016-01-17,-73.8768095,40.74753007
2016-01-16,-73.95885807,40.71092415
2016-01-16,-73.98774037,40.74626684
2016-01-16,-73.95316135,40.77934859
2016-01-16,-73.95399657,40.80384016
